registration,model_code,model_text,country_code,production_date,owner_icao
9H-QDJ,B738,Boeing 737-8AS,MT,2016-11-01,MAY
9H-QDK,B738,Boeing 737-8AS,MT,2016-11-01,MAY
9H-QDL,B738,Boeing 737-8AS,MT,2016-12-01,MAY
9H-QDM,B738,Boeing 737-8AS,MT,2017-01-01,MAY
9H-QDN,B738,Boeing 737-8AS,MT,2017-01-01,MAY
9H-QDO,B738,Boeing 737-8AS,MT,2017-01-01,MAY
9H-QDP,B738,Boeing 737-8AS,MT,2017-01-01,MAY
9H-QDQ,B738,Boeing 737-8AS,MT,2017-01-01,MAY
9H-QDR,B738,Boeing 737-8AS,MT,2017-01-01,MAY
9H-QDS,B738,Boeing 737-8AS,MT,2017-01-01,MAY
9H-QDT,B738,Boeing 737-8AS,MT,2017-02-01,MAY
9H-QDU,B738,Boeing 737-8AS,MT,2017-02-01,MAY
9H-QDV,B738,Boeing 737-8AS,MT,2017-02-01,MAY
9H-QDW,B738,Boeing 737-8AS,MT,2017-02-01,MAY
9H-QDX,B738,Boeing 737-8AS,MT,2017-02-01,MAY
9H-QDY,B738,Boeing 737-8AS,MT,2017-03-01,MAY
9H-QDZ,B738,Boeing 737-8AS,MT,2017-04-01,MAY
9H-QEA,B738,Boeing 737-8AS,MT,2017-04-01,MAY
9H-QEB,B738,Boeing 737-8AS,MT,2017-11-01,MAY
9H-QEC,B738,Boeing 737-8AS,MT,2018-01-01,MAY
9H-QED,B738,Boeing 737-8AS,MT,2018-02-01,MAY
9H-QEE,B738,Boeing 737-8AS,MT,2018-02-01,MAY
9H-QEF,B738,Boeing 737-8AS,MT,2018-02-01,MAY
9H-QEG,B738,Boeing 737-8AS,MT,2018-02-01,MAY
9H-QEH,B738,Boeing 737-8AS,MT,2018-02-01,MAY
9H-QEI,B738,Boeing 737-8AS,MT,2018-02-01,MAY
9H-QEJ,B738,Boeing 737-8AS,MT,2018-03-01,MAY
9H-QEK,B738,Boeing 737-8AS,MT,2018-03-01,MAY
9H-QEL,B738,Boeing 737-8AS,MT,2018-03-01,MAY
9H-QEM,B738,Boeing 737-8AS,MT,2018-03-01,MAY
9H-QEN,B738,Boeing 737-8AS,MT,2018-03-01,MAY
9H-QEO,B738,Boeing 737-8AS,MT,2018-04-01,MAY
9H-QEP,B738,Boeing 737-8AS,MT,2018-04-01,MAY
9H-QEQ,B738,Boeing 737-8AS,MT,2005-10-01,MAY
9H-QER,B738,Boeing 737-8AS,MT,2005-11-01,MAY
9H-QES,B738,Boeing 737-8AS,MT,2005-11-01,MAY
9H-QET,B738,Boeing 737-8AS,MT,2008-02-01,MAY
9H-QEU,B738,Boeing 737-8AS,MT,2008-03-01,MAY
9H-SLA,A320,Airbus A320-214,MT,1999-02-01,
9H-SLC,A321,Airbus A321-211,MT,2010-10-01,LYX
9H-SLD,A320,Airbus A320-214,MT,2008-01-01,LYX
9H-SLE,A320,Airbus A320-214,MT,2008-04-01,LYX
9H-SLF,A320,Airbus A320-214,MT,2007-12-01,LYX
9H-SLG,A321,Airbus A321-231,MT,2003-03-01,LYX
9H-SLH,A320,Airbus A320-214,MT,2008-02-01,LYX
9H-SLI,A320,Airbus A320-214,MT,2009-03-01,LYX
9H-SLJ,A320,Airbus A320-214,MT,2009-04-01,LYX
9H-SLK,A320,Airbus A320-214,MT,2002-02-01,LYX
9H-SMC,A333,Airbus A330-343,MT,2008-06-01,LYX
9H-SMD,A333,Airbus A330-343,MT,2013-01-01,LYX
9H-SMF,A333,Airbus A330-343,MT,2014-05-01,LYX
9H-SMG,A333,Airbus A330-343,MT,2014-05-01,LYX
9H-SMI,A333,Airbus A330-343,MT,2006-09-01,LYX
9H-SOL,A343,Airbus A340-313,MT,2002-11-01,HFM
9H-SUN,A343,Airbus A340-312,MT,2000-10-01,HFM
9H-TJA,B738,Boeing 737-8F2,MT,2006-04-01,CXI
9H-TJB,B738,Boeing 737-8FH,MT,2007-02-01,CXI
9H-TJC,B738,Boeing 737-86N,MT,2011-01-01,CXI
9H-TJD,B738,Boeing 737-84P,MT,2007-10-01,CXI
9H-TJE,B738,Boeing 737-85R,MT,2008-02-01,CXI
9H-TJF,B738,Boeing 737-85R,MT,2008-03-01,CXI
9H-TJH,B738,Boeing 737-86N,MT,2014-02-01,CXI
9H-VDS,A320,Airbus A320-214,MT,2002-03-01,GTR
9H-VIG,GL7T,Bombardier Global 7500,MT,2021-02-01,VJT
9H-VUA,B38M,Boeing 737 MAX 8-200,MT,2021-04-01,MAY
9H-VUB,B38M,Boeing 737 MAX 8-200,MT,2021-05-01,MAY
9H-VUC,B38M,Boeing 737 MAX 8-200,MT,2021-06-01,MAY
9H-VUD,B38M,Boeing 737 MAX 8-200,MT,2021-05-01,MAY
9H-VUE,B38M,Boeing 737 MAX 8-200,MT,2021-06-01,MAY
9H-VUF,B38M,Boeing 737 MAX 8-200,MT,2021-06-01,MAY
9H-VUG,B38M,Boeing 737 MAX 8-200,MT,2019-12-01,MAY
9H-VUH,B38M,Boeing 737 MAX 8-200,MT,2019-09-01,MAY
9H-VUI,B38M,Boeing 737 MAX 8-200,MT,2019-10-01,MAY
9H-VUJ,B38M,Boeing 737 MAX 8-200,MT,2019-10-01,MAY
9H-VUK,B38M,Boeing 737 MAX 8-200,MT,2021-09-01,MAY
9H-VUL,B38M,Boeing 737 MAX 8-200,MT,2021-09-01,MAY
9H-VUM,B38M,Boeing 737 MAX 8-200,MT,2021-09-01,MAY
9H-VUN,B38M,Boeing 737 MAX 8-200,MT,2021-10-01,MAY
9H-VUO,B38M,Boeing 737 MAX 8-200,MT,2021-10-01,MAY
9H-VUP,B38M,Boeing 737 MAX 8-200,MT,2021-11-01,MAY
9H-VUQ,B38M,Boeing 737 MAX 8-200,MT,2021-10-01,MAY
9H-VUR,B38M,Boeing 737 MAX 8-200,MT,2021-03-01,MAY
9H-VUS,B38M,Boeing 737 MAX 8-200,MT,2021-03-01,MAY
9H-VUT,B38M,Boeing 737 MAX 8-200,MT,2021-06-01,MAY
9H-VUU,B38M,Boeing 737 MAX 8-200,MT,2021-06-01,MAY
9H-VUV,B38M,Boeing 737 MAX 8-200,MT,2021-07-01,MAY
9H-VUW,B38M,Boeing 737 MAX 8-200,MT,2022-02-01,MAY
9H-VUX,B38M,Boeing 737 MAX 8-200,MT,2022-02-01,MAY
9H-VUY,B38M,Boeing 737 MAX 8-200,MT,2022-05-01,MAY
9H-VUZ,B38M,Boeing 737 MAX 8-200,MT,2022-04-01,MAY
9H-VVA,B38M,Boeing 737 MAX 8-200,MT,2022-05-01,MAY
9H-VVC,B38M,Boeing 737 MAX 8-200,MT,2022-05-01,MAY
9H-VVD,B38M,Boeing 737 MAX 8-200,MT,2022-10-01,MAY
9H-VVE,B38M,Boeing 737 MAX 8-200,MT,2022-12-01,MAY
9H-VVF,B38M,Boeing 737 MAX 8-200,MT,2022-12-01,MAY
9H-VVG,B38M,Boeing 737 MAX 8-200,MT,2022-12-01,MAY
9H-VVH,B38M,Boeing 737 MAX 8-200,MT,2022-12-01,MAY
9H-WAA,A21N,Airbus A321-271NX,MT,2022-10-01,WMT
9H-WAB,A21N,Airbus A321-271NX,MT,2022-10-01,WMT
9H-WAC,A21N,Airbus A321-271NX,MT,2022-09-01,WMT
9H-WAF,A21N,Airbus A321-271NX,MT,2022-10-01,WMT
9H-WAH,A21N,Airbus A321-271NX,MT,2021-07-01,WMT
9H-WAI,A21N,Airbus A321-271NX,MT,2021-07-01,WMT
9H-WAK,A21N,Airbus A321-271NX,MT,2021-06-01,WMT
9H-WAL,A21N,Airbus A321-271NX,MT,2021-06-01,WMT
9H-WAN,A20N,Airbus A320-271N,MT,2020-09-01,WMT
9H-WAO,A21N,Airbus A321-271NX,MT,2020-07-01,WMT
9H-WAP,A21N,Airbus A321-271NX,MT,2021-07-01,WMT
9H-WAT,A21N,Airbus A321-271NX,MT,2021-12-01,WMT
9H-WAU,A320,Airbus A320-232,MT,2018-01-01,WMT
9H-WAW,A21N,Airbus A321-271NX,MT,2022-11-01,WMT
9H-WBA,A20N,Airbus A320-271N,MT,2020-08-01,WMT
9H-WBB,A20N,Airbus A320-271N,MT,2020-07-01,WMT
9H-WBK,A21N,Airbus A321-271NX,MT,2021-07-01,WMT
9H-WBS,A21N,Airbus A321-271NX,MT,2019-02-01,WMT
9H-WBT,A320,Airbus A320-232,MT,2014-04-01,WMT
9H-WBU,A21N,Airbus A321-271NX,MT,2020-08-01,WMT
9H-WBW,A20N,Airbus A320-271N,MT,2020-05-01,WMT
9H-WBX,A20N,Airbus A320-271N,MT,2020-06-01,WMT
9H-WBY,A20N,Airbus A320-271N,MT,2020-07-01,WMT
9H-WBZ,A21N,Airbus A321-271NX,MT,2022-09-01,WMT
9H-WFC,E35L,Embraer Legacy 600,MT,2007-03-01,AXY
9H-XFW,A319,Airbus A319-112,MT,2008-10-01,HFM
9H-XFX,E550,Embraer Legacy 500,MT,2015-01-01,FJO
9H-YOU,CRJ2,Mitsubishi Challenger 850,MT,2008-04-01,AXY
9H-ZTA,A321,Airbus A321-211(P2F),MT,2008-12-01,TMT
9H-ZTB,A321,Airbus A321-211(P2F),MT,2000-05-01,TMT
9HWBL,A21N,Airbus A321-271NX,MT,2021-10-01,WMT
9K-AKE,A320,Airbus A320-214,KW,2014-10-01,KAC
9K-AKF,A320,Airbus A320-214,KW,2014-11-01,KAC
9K-AKG,A320,Airbus A320-214,KW,2015-01-01,KAC
9K-AKH,A320,Airbus A320-214,KW,2015-02-01,KAC
9K-AKI,A320,Airbus A320-214,KW,2015-02-01,KAC
9K-AKJ,A320,Airbus A320-214,KW,2015-03-01,KAC
9K-AKK,A320,Airbus A320-214,KW,2015-03-01,KAC
9K-AKL,A20N,Airbus A320-251N,KW,2019-08-01,KAC
9K-AKM,A20N,Airbus A320-251N,KW,2020-01-01,KAC
9K-AKN,A20N,Airbus A320-251N,KW,2019-10-01,KAC
9K-AKO,A20N,Airbus A320-251N,KW,2020-04-01,KAC
9K-AKP,A20N,Airbus A320-251N,KW,2020-07-01,KAC
9K-AKQ,A20N,Airbus A320-251N,KW,2020-11-01,KAC
9K-AOC,B77W,Boeing 777-369(ER),KW,2016-11-01,KAC
9K-AOD,B77W,Boeing 777-369(ER),KW,2016-12-01,KAC
9K-AOE,B77W,Boeing 777-369(ER),KW,2016-12-01,KAC
9K-AOF,B77W,Boeing 777-369(ER),KW,2017-01-01,KAC
9K-AOH,B77W,Boeing 777-369(ER),KW,2017-02-01,KAC
9K-AOI,B77W,Boeing 777-369(ER),KW,2017-01-01,KAC
9K-AOJ,B77W,Boeing 777-369(ER),KW,2017-04-01,KAC
9K-AOK,B77W,Boeing 777-369(ER),KW,2017-05-01,KAC
9K-AOL,B77W,Boeing 777-369(ER),KW,2017-06-01,KAC
9K-AOM,B77W,Boeing 777-369(ER),KW,2017-08-01,KAC
9K-APB,A332,Airbus A330-243,KW,2015-06-01,KAC
9K-APG,A338,Airbus A330-841,KW,2020-07-01,KAC
9K-CAI,A320,Airbus A320-214,KW,2009-05-01,JZR
9K-CAJ,A320,Airbus A320-214,KW,2009-06-01,JZR
9K-CAK,A320,Airbus A320-214,KW,2009-12-01,JZR
9K-CAL,A320,Airbus A320-214,KW,2012-02-01,JZR
9K-CAM,A320,Airbus A320-214,KW,2013-05-01,JZR
9K-CAN,A320,Airbus A320-214,KW,2013-10-01,JZR
9K-CAO,A320,Airbus A320-214,KW,2014-05-01,JZR
9K-CAP,A320,Airbus A320-214,KW,2009-10-01,JZR
9K-CBA,A20N,Airbus A320-251N,KW,2018-04-01,JZR
9K-CBB,A20N,Airbus A320-251N,KW,2019-10-01,JZR
9K-CBC,A20N,Airbus A320-251N,KW,2019-11-01,JZR
9K-CBD,A20N,Airbus A320-251N,KW,2019-12-01,JZR
9K-CBE,A20N,Airbus A320-251N,KW,2020-01-01,JZR
9K-CBF,A20N,Airbus A320-251N,KW,2020-12-01,JZR
9K-CBG,A20N,Airbus A320-251N,KW,2021-03-01,JZR
9K-CBH,A20N,Airbus A320-251N,KW,2021-01-01,JZR
9K-CBI,A20N,Airbus A320-251N,KW,2021-02-01,JZR
9K-CBJ,A20N,Airbus A320-251N,KW,2022-09-01,JZR
9K-CBK,A20N,Airbus A320-251N,KW,2022-08-01,JZR
9M-AFE,A320,Airbus A320-214,MY,2006-02-01,AXM
9M-AFF,A320,Airbus A320-214,MY,2006-04-01,AXM
9M-AFV,A320,Airbus A320-216,MY,2007-06-01,AXM
9M-AGA,A20N,Airbus A320-251N,MY,2016-09-01,AXM
9M-AGB,A20N,Airbus A320-251N,MY,2016-10-01,AXM
9M-AGC,A320,Airbus A320-216,MY,2017-03-01,AXM
9M-AGE,A20N,Airbus A320-251N,MY,2017-06-01,AXM
9M-AGF,A20N,Airbus A320-251N,MY,2017-06-01,AXM
9M-AGG,A20N,Airbus A320-251N,MY,2017-07-01,AXM
9M-AGH,A20N,Airbus A320-251N,MY,2017-09-01,AXM
9M-AGI,A20N,Airbus A320-251N,MY,2017-11-01,AXM
9M-AGJ,A20N,Airbus A320-251N,MY,2017-11-01,AXM
9M-AGK,A20N,Airbus A320-251N,MY,2017-10-01,AXM
9M-AGL,A20N,Airbus A320-251N,MY,2017-11-01,AXM
9M-AGM,A320,Airbus A320-216,MY,2017-11-01,AXM
9M-AGN,A20N,Airbus A320-251N,MY,2017-12-01,AXM
9M-AGO,A20N,Airbus A320-251N,MY,2015-09-01,AXM
9M-AGP,A320,Airbus A320-216,MY,2017-11-01,AXM
9M-AGQ,A20N,Airbus A320-251N,MY,2017-12-01,AXM
9M-AGS,A20N,Airbus A320-251N,MY,2015-05-01,AXM
9M-AGT,A320,Airbus A320-216,MY,2017-12-01,AXM
9M-AGU,A320,Airbus A320-216,MY,2017-12-01,AXM
9M-AGV,A20N,Airbus A320-251N,MY,2018-01-01,AXM
9M-AGW,A20N,Airbus A320-251N,MY,2018-02-01,AXM
9M-AGX,A20N,Airbus A320-251N,MY,2018-04-01,AXM
9M-AGY,A320,Airbus A320-216,MY,2018-06-01,AXM
9M-AGZ,A320,Airbus A320-216,MY,2018-07-01,AXM
9M-AHE,A320,Airbus A320-216,MY,2007-11-01,AXM
9M-AHJ,A320,Airbus A320-216,MY,2008-04-01,AXM
9M-AHL,A320,Airbus A320-216,MY,2008-05-01,AXM
9M-AHR,A320,Airbus A320-216,MY,2008-11-01,AXM
9M-AHT,A320,Airbus A320-216,MY,2009-07-01,AXM
9M-AHV,A320,Airbus A320-214,MY,2009-10-01,AXM
9M-AHY,A320,Airbus A320-214,MY,2010-04-01,AXM
9M-AHZ,A320,Airbus A320-216,MY,2010-06-01,AXM
9M-AJA,A320,Airbus A320-216,MY,2013-11-01,AXM
9M-AJB,A320,Airbus A320-216,MY,2013-12-01,
9M-AJD,A320,Airbus A320-216,MY,2013-11-01,AXM
9M-AJG,A320,Airbus A320-214,MY,2014-03-01,AXM
9M-AJH,A320,Airbus A320-216,MY,2014-03-01,AXM
9M-AJN,A320,Airbus A320-216,MY,2014-06-01,AXM
9M-AJX,A320,Airbus A320-216,MY,2010-10-01,AXM
9M-AJY,A320,Airbus A320-216,MY,2012-04-01,AXM
9M-AJZ,A320,Airbus A320-216,MY,2016-04-01,AXM
9M-AQB,A320,Airbus A320-216,MY,2010-10-01,AXM
9M-AQH,A320,Airbus A320-216,MY,2011-12-01,AXM
9M-AQM,A320,Airbus A320-216,MY,2012-05-01,AXM
9M-AQQ,A320,Airbus A320-216,MY,2012-12-01,AXM
9M-AQZ,A320,Airbus A320-216,MY,2013-11-01,AXM
9M-FFF,B738,Boeing 737-8FZ,MY,2011-06-01,MAS
9M-FYA,AT75,ATR 72-500,MY,2008-08-01,
9M-FYE,AT75,ATR 72-500,MY,2008-12-01,
9M-FYF,AT75,ATR 72-500,MY,2009-03-01,FFM
9M-FYH,AT75,ATR 72-500,MY,2010-11-01,FFM
9M-FYI,AT75,ATR 72-500,MY,2010-12-01,FFM
9M-FYL,AT75,ATR 72-500,MY,2011-08-01,FFM
9M-KXB,B738,Boeing 737-8EH(BCF),MY,2007-06-01,KXP
9M-KXP,B738,Boeing 737-8EH(BCF),MY,2007-08-01,KXP
9M-LCR,B738,Boeing 737-8GP,MY,2015-02-01,MXD
9M-LGC,AT76,ATR 72-600,MY,2019-06-01,
9M-LGD,AT76,ATR 72-600,MY,2019-07-01,
9M-LIZ,DA40,Diamond DA40 NG,,2021-10-01,
9M-LMG,AT76,ATR 72-600,MY,2013-06-01,MXD
9M-LMH,AT76,ATR 72-600,MY,2013-07-01,MXD
9M-LMJ,AT76,ATR 72-600,MY,2013-12-01,MXD
9M-LMK,AT76,ATR 72-600,MY,2013-12-01,MXD
9M-LMM,AT76,ATR 72-600,MY,2014-04-01,
9M-LMO,AT76,ATR 72-600,MY,2014-05-01,
9M-LMU,AT76,ATR 72-600,MY,2016-08-01,MXD
9M-LMV,AT76,ATR 72-600,MY,2016-09-01,MXD
9M-LMW,AT76,ATR 72-600,MY,2016-09-01,MXD
9M-LNP,B738,Boeing 737-8GP,MY,2014-11-01,MXD
9M-LNV,B738,Boeing 737-8GP,MY,2015-10-01,MXD
9M-LOV,B738,Boeing 737-8HX,,2009-07-01,
9M-LRC,B38M,Boeing 737 MAX 8,MY,2017-03-01,MXD
9M-LRD,B38M,Boeing 737 MAX 8,MY,2017-03-01,MXD
9M-LRF,B38M,Boeing 737 MAX 8,MY,2017-04-01,MXD
9M-LRG,B38M,Boeing 737 MAX 8,MY,2019-09-01,MXD
9M-LRH,B38M,Boeing 737 MAX 8,MY,2019-11-01,MXD
9M-LRJ,B38M,Boeing 737 MAX 8,MY,2019-11-01,MXD
9M-LRK,B38M,Boeing 737 MAX 8,MY,2019-04-01,MXD
9M-LRL,B38M,Boeing 737 MAX 8,MY,2019-08-01,MXD
9M-LRM,B38M,Boeing 737 MAX 8,MY,2019-06-01,MXD
9M-LRP,B38M,Boeing 737 MAX 8,MY,2019-09-01,MXD
9M-LRQ,B38M,Boeing 737 MAX 8,MY,2017-06-01,MXD
9M-LRR,B38M,Boeing 737 MAX 8,MY,2017-07-01,MXD
9M-LRS,B38M,Boeing 737 MAX 8,MY,2017-08-01,MXD
9M-LRT,B38M,Boeing 737 MAX 8,MY,2017-07-01,MXD
9M-LRU,B38M,Boeing 737 MAX 8,MY,2017-10-01,MXD
9M-LRV,B38M,Boeing 737 MAX 8,MY,2018-05-01,MXD
9M-MLF,B738,Boeing 737-8FZ,MY,2010-07-01,FFM
9M-MLG,B738,Boeing 737-8FZ,MY,2010-08-01,FFM
9M-MLH,B738,Boeing 737-8FZ,MY,2010-10-01,FFM
9M-MLI,B738,Boeing 737-8FZ,MY,2010-12-01,MAS
9M-MLJ,B738,Boeing 737-8FZ,MY,2011-02-01,FFM
9M-MLK,B738,Boeing 737-8FZ,MY,2011-09-01,MAS
9M-MLL,B738,Boeing 737-8FZ,MY,2011-10-01,MAS
9M-MLM,B738,Boeing 737-8H6,MY,2011-12-01,MAS
9M-MLN,B738,Boeing 737-8H6,MY,2012-05-01,MAS
9M-MLO,B738,Boeing 737-8H6,MY,2012-06-01,MAS
9M-MLP,B738,Boeing 737-8H6,MY,2012-10-01,MAS
9M-MLQ,B738,Boeing 737-8H6,MY,2012-10-01,MAS
9M-MLR,B738,Boeing 737-8H6,MY,2012-11-01,MAS
9M-MLS,B738,Boeing 737-8H6,MY,2013-09-01,MAS
9M-MLT,B738,Boeing 737-8H6,MY,2013-10-01,MAS
9M-MLU,B738,Boeing 737-8H6,MY,2014-04-01,MAS
9M-MLV,B738,Boeing 737-8H6,MY,2014-05-01,MAS
9M-MSA,B738,Boeing 737-8H6,MY,2013-02-01,MAS
9M-MSB,B738,Boeing 737-8H6,MY,2013-03-01,MAS
9M-MSE,B738,Boeing 737-8H6,MY,2013-06-01,MAS
9M-MSF,B738,Boeing 737-8H6,MY,2013-06-01,MAS
9M-MSG,B738,Boeing 737-8H6,MY,2013-08-01,MAS
9M-MTA,A333,Airbus A330-323,MY,2011-02-01,MAS
9M-MTB,A333,Airbus A330-323,MY,2011-03-01,MAS
9M-MTC,A333,Airbus A330-323,MY,2011-05-01,MAS
9M-MTD,A333,Airbus A330-323,MY,2011-05-01,MAS
9M-MTE,A333,Airbus A330-323,MY,2011-07-01,MAS
9M-MTF,A333,Airbus A330-323,MY,2012-01-01,MAS
9M-MTG,A333,Airbus A330-323,MY,2012-05-01,MAS
9M-MTH,A333,Airbus A330-323,MY,2012-07-01,MAS
9M-MTI,A333,Airbus A330-323,MY,2012-08-01,MAS
9M-MTJ,A333,Airbus A330-323,MY,2012-08-01,MAS
9M-MTK,A333,Airbus A330-323,MY,2013-01-01,MAS
9M-MTL,A333,Airbus A330-323,MY,2013-02-01,MAS
9M-MTM,A333,Airbus A330-323,MY,2013-05-01,MAS
9M-MTN,A333,Airbus A330-323,MY,2013-10-01,MAS
9M-MTO,A333,Airbus A330-323,MY,2014-01-01,MAS
9M-MTU,A332,Airbus A330-223,MY,2005-05-01,MAS
9M-MTY,A332,Airbus A330-223,MY,2008-10-01,MAS
9M-MUA,A332,Airbus A330-223F,MY,2011-08-01,MAS
9M-MUB,A332,Airbus A330-223F,MY,2011-10-01,MAS
9M-MUD,A332,Airbus A330-223F,MY,2012-03-01,MAS
9M-MWA,AT75,ATR 72-500,MY,2008-07-01,MWG
9M-MWB,AT75,ATR 72-500,MY,2009-02-01,MWG
9M-MWC,AT75,ATR 72-500,MY,2009-04-01,MWG
9M-MWD,AT75,ATR 72-500,MY,2009-05-01,MWG
9M-MWE,AT75,ATR 72-500,MY,2009-08-01,MWG
9M-MWF,AT75,ATR 72-500,MY,2009-09-01,MWG
9M-MWG,AT75,ATR 72-500,MY,2009-11-01,MWG
9M-MWJ,AT75,ATR 72-500,MY,2010-03-01,MWG
9M-MXA,B738,Boeing 737-8H6,MY,2010-10-01,MAS
9M-MXB,B738,Boeing 737-8H6,MY,2010-10-01,MAS
9M-MXC,B738,Boeing 737-8H6,MY,2010-12-01,MAS
9M-MXD,B738,Boeing 737-8H6,MY,2011-02-01,MAS
9M-MXE,B738,Boeing 737-8H6,MY,2011-07-01,MAS
9M-MXF,B738,Boeing 737-8H6,MY,2011-10-01,MAS
9M-MXG,B738,Boeing 737-8H6,MY,2011-12-01,MAS
9M-MXH,B738,Boeing 737-8H6,MY,2012-01-01,MAS
9M-MXI,B738,Boeing 737-8H6,MY,2012-06-01,MAS
9M-MXJ,B738,Boeing 737-8H6,MY,2012-07-01,MAS
9M-MXK,B738,Boeing 737-8H6,MY,2012-10-01,MAS
9M-MXL,B738,Boeing 737-8H6,MY,2012-10-01,MAS
9M-MXM,B738,Boeing 737-8H6,MY,2012-12-01,MAS
9M-MXN,B738,Boeing 737-8H6,MY,2012-12-01,MAS
9M-MXO,B738,Boeing 737-8H6,MY,2013-01-01,MAS
9M-MXQ,B738,Boeing 737-8H6,MY,2014-01-01,MAS
9M-MXR,B738,Boeing 737-8H6,MY,2014-01-01,MAS
9M-MXS,B738,Boeing 737-8H6,MY,2014-02-01,MAS
9M-MXT,B738,Boeing 737-8H6,MY,2014-03-01,MAS
9M-MXU,B738,Boeing 737-8H6,MY,2014-05-01,MAS
9M-MXV,B738,Boeing 737-8H6,MY,2014-06-01,MAS
9M-MXW,B738,Boeing 737-8H6,MY,2014-08-01,MAS
9M-MXX,B738,Boeing 737-8H6,MY,2014-08-01,MAS
9M-MXY,B738,Boeing 737-8H6,MY,2014-12-01,MAS
9M-NEF,B733,Boeing 737-3S3(SF),MY,1987-09-01,
9M-NEO,A20N,Airbus A320-251N,MY,2016-08-01,AXM
9M-NEY,B733,Boeing 737-330(QC),MY,1988-02-01,NEP
9M-RAA,A320,Airbus A320-216,MY,2018-04-01,AXM
9M-RAC,A320,Airbus A320-216,MY,2018-07-01,AXM
9M-RAD,A320,Airbus A320-216,MY,2018-07-01,AXM
9M-RAE,A320,Airbus A320-216,MY,2018-08-01,AXM
9M-RAG,A320,Airbus A320-216,MY,2018-09-01,AXM
9M-RAH,A20N,Airbus A320-251N,MY,2018-11-01,AXM
9M-RAI,A320,Airbus A320-216,MY,2018-11-01,AXM
9M-RAJ,A20N,Airbus A320-251N,MY,2018-12-01,AXM
9M-RAK,A20N,Airbus A320-251N,MY,2018-11-01,AXM
9M-RAL,A20N,Airbus A320-251N,MY,2019-02-01,AXM
9M-RAM,A20N,Airbus A320-251N,MY,2019-01-01,AXM
9M-RAN,A320,Airbus A320-216,MY,2019-05-01,AXM
9M-RAO,A320,Airbus A320-216,MY,2019-03-01,AXM
9M-RAP,A20N,Airbus A320-251N,MY,2019-03-01,AXM
9M-RAQ,A20N,Airbus A320-251N,MY,2019-05-01,AXM
9M-RAR,A20N,Airbus A320-251N,MY,2019-06-01,AXM
9M-RAT,A320,Airbus A320-216,MY,2019-08-01,AXM
9M-RAV,A320,Airbus A320-216,MY,2019-02-01,AXM
9M-RCH,A320,Airbus A320-216,MY,2008-10-01,AXM
9M-RXA,B762,Boeing 767-223(BDSF),MY,1985-01-01,RMY
9M-RXB,B762,Boeing 767-232(BDSF),MY,1982-09-01,RMY
9M-RXC,B762,Boeing 767-232(BDSF),MY,1983-11-01,RMY
9M-VAA,A21N,Airbus A321-251NX,MY,2019-11-01,AXM
9M-XXQ,A333,Airbus A330-343,MY,2005-11-01,XAX
9M-XXR,A333,Airbus A330-343,MY,2005-02-01,XAX
9M-XXZ,A333,Airbus A330-343,MY,2015-04-01,XAX
9N-AHY,JS41,BAe Jetstream 41,NP,1995-06-01,GUA
9N-ALN,AT75,ATR 72-500,NP,2008-01-01,NYT
9N-AMN,AT75,ATR 72-500,NP,2009-07-01,NYT
9N-AMZ,AT75,ATR 72-500,NP,2011-12-01,NYT
9N-ANC,AT75,ATR 72-500,NP,2007-08-01,NYT
9S-GAB,AT72,ATR 72-212A,CD,2007-12-01,FPY
9V-JSI,A320,Airbus A320-232,SG,2010-09-01,JSA
9V-JSJ,A320,Airbus A320-232,SG,2010-11-01,JSA
9V-JSK,A320,Airbus A320-232,SG,2011-06-01,JSA
9V-JSL,A320,Airbus A320-232,SG,2011-07-01,JSA
9V-JSO,A320,Airbus A320-232,SG,2012-09-01,JSA
9V-JSQ,A320,Airbus A320-232,SG,2012-11-01,JSA
9V-JSR,A320,Airbus A320-232,SG,2012-12-01,JSA
9V-MBH,B38M,Boeing 737 MAX 8,SG,2019-04-01,SIA
9V-MBJ,B38M,Boeing 737 MAX 8,SG,2019-07-01,SIA
9V-MGA,B738,Boeing 737-8SA,SG,2014-01-01,SIA
9V-MGC,B738,Boeing 737-8SA,SG,2014-04-01,SIA
9V-MGD,B738,Boeing 737-8SA,SG,2014-05-01,SIA
9V-MGE,B738,Boeing 737-8SA,SG,2014-07-01,SIA
9V-MGG,B738,Boeing 737-8SA,SG,2014-10-01,
9V-MGJ,B738,Boeing 737-8SA,SG,2015-04-01,
9V-MGK,B738,Boeing 737-8SA,SG,2015-05-01,SIA
9V-MGL,B738,Boeing 737-8SA,SG,2015-08-01,SIA
9V-MGM,B738,Boeing 737-8SA,SG,2015-09-01,SIA
9V-MGN,B738,Boeing 737-8SA,SG,2015-09-01,SIA
9V-MGO,B738,Boeing 737-8SA,SG,2016-04-01,
9V-NCA,A21N,Airbus A321-271NX,SG,2021-01-01,TGW
9V-NCB,A21N,Airbus A321-271NX,SG,2021-05-01,TGW
9V-NCD,A21N,Airbus A321-271NX,SG,2021-05-01,TGW
9V-NCE,A21N,Airbus A321-271NX,SG,2021-08-01,TGW
9V-NCF,A21N,Airbus A321-271NX,SG,2021-10-01,TGW
9V-NCI,A21N,Airbus A321-271NX,SG,2020-01-01,TGW
9V-NCJ,A21N,Airbus A321-271NX,SG,2021-11-01,TGW
